time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-12-10 09:30:00-05:00,MyStrategy,67d5aa2a2b4943a2b6683862641d237a,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-12-10 09:30:00-05:00,MyStrategy,67d5aa2a2b4943a2b6683862641d237a,NVDA,buy,market,fill,1,gtc,0.0,1,stock,139.00999450683594,719.0,0.0
